"area","name","geom","id"
20225.8605499978,"Britzer Kirchenteich","010300002031BF0D00010000001C0000003D0AD7635FD2364152B81EB526405A41E17A14AE64D23641A4703D6A2C405A41CDCCCC4C77D236416666662636405A415C8FC2F580D23641D7A3705D3D405A41D7A3703D83D23641A4703D5A43405A410AD7A3B090D2364148E17AD444405A413D0AD76395D236417B14AEE740405A4148E17A949AD23641AE47E17A3A405A41666666E69ED236417B14AEF733405A4148E17A94B1D236417B14AE872D405A41295C8F42C4D23641333333B329405A418FC2F528DFD23641CDCCCC2C26405A41713D0A57E5D236418FC2F58826405A411F85EB51F9D2364152B81EB527405A4152B81E450BD33641A4703D8A2B405A411F85EBD11CD33641713D0A772A405A418FC2F52826D33641E17A14DE25405A41333333331DD336410AD7A3701D405A4114AE47E110D33641E17A14AE16405A417B14AE07EDD23641E17A14CE0A405A418FC2F528DFD23641D7A370AD0C405A4152B81E45CCD23641A4703DBA0E405A41C3F5285CB4D236417B14AEA712405A418FC2F5289BD23641EC51B84E17405A41D7A370BD84D23641D7A370AD1A405A41333333736DD23641A4703D8A1E405A41E17A142E61D236419A99996923405A413D0AD7635FD2364152B81EB526405A41",27119678
19573.3114999875,"Nesselsee","010600002031BF0D000200000001030000000100000034000000C3F5281C6D123741A4703D5A214F5A418FC2F5686D1237413D0AD7F3244F5A41F6285C0F7112374114AE47A1254F5A419A99995973123741C3F5288C284F5A418FC2F5686D123741EC51B8CE284F5A4114AE47216E123741000000C0294F5A413D0AD7638112374152B81EA52D4F5A4148E17AD492123741CDCCCCCC284F5A41D7A3707DA71237410AD7A3B02D4F5A41666666E6AC1237413D0AD7832F4F5A41EC51B85EBD123741E17A146E324F5A4148E17A54CB1237418FC2F5382D4F5A4185EB51F8DB12374185EB51482F4F5A41CDCCCC0CE71237410AD7A3F02E4F5A4114AE4761EE123741AE47E16A314F5A41F6285C0FFB123741A4703DAA334F5A417B14AE07FF1237419A999909334F5A4152B81E050813374114AE4741344F5A41E17A14EE09133741EC51B83E364F5A411F85EB510813374152B81EA5374F5A41A4703DCA09133741AE47E13A384F5A417B14AE070D1337411F85EB31384F5A41F6285C0F0E1337419A999989364F5A410AD7A3301213374152B81E95354F5A41A4703DCA1713374152B81E05364F5A41AE47E1BA1A1337410AD7A310354F5A41333333731F13374148E17A64364F5A41000000802513374152B81E75374F5A41E17A14AE2B133741B81E85DB384F5A4185EB51B8311337415C8FC215384F5A419A9999992413374152B81EF5334F5A41295C8F4213133741713D0A27314F5A41C3F5285C081337413D0AD7E3314F5A41E17A14AEFE12374100000060304F5A411F85EBD1011337413D0AD7532F4F5A419A999999F81237417B14AE472E4F5A41C3F5289CEF123741F6285C1F304F5A41713D0A17E9123741000000502E4F5A41D7A3703DCD123741D7A370BD2B4F5A41295C8FC2CE1237410AD7A370294F5A41B81E856BCE123741713D0A47284F5A41AE47E13AC7123741C3F5281C294F5A41CDCCCCCCBE123741B81E859B284F5A4114AE47E1B71237411F85EB91284F5A4166666666A3123741295C8F22274F5A41B81E85EB9C123741295C8FA2234F5A41A4703D4A9F123741B81E859B214F5A41295C8FC299123741E17A144E214F5A41AE47E1BA85123741A4703D7A224F5A41AE47E13A7E123741D7A370CD234F5A41CDCCCC0C75123741AE47E1AA214F5A41C3F5281C6D123741A4703D5A214F5A4101030000000100000050000000B81E85EBDA12374152B81E45454F5A415C8FC2B5E6123741C3F528EC474F5A41D7A3703DF8123741F6285CAF4A4F5A41B81E85AB01133741333333134E4F5A41AE47E17A091337411F85EB21514F5A41A4703D0A171337413D0AD703524F5A4185EB51381D1337411F85EB414E4F5A418FC2F5A814133741713D0A074F4F5A4185EB51F806133741A4703DFA4A4F5A413D0AD7A30E1337419A999979484F5A41A4703D0A171337415C8FC2F5474F5A417B14AEC71C13374148E17AC4484F5A41295C8F422E1337417B14AE67444F5A41F6285C8F33133741333333D3414F5A415C8FC2753E13374100000020414F5A41333333F34713374152B81EC5414F5A417B14AE874E13374114AE4711454F5A41A4703D4A42133741A4703D0A4A4F5A419A99991937133741AE47E12A4E4F5A4152B81E053F133741EC51B88E4F4F5A41E17A14EE50133741C3F5284C4D4F5A416666666652133741C3F5281C4D4F5A41A4703DCA7413374114AE47B1474F5A4148E17A948313374152B81ED5464F5A41EC51B81E891337413D0AD7B3494F5A4185EB51B893133741B81E854B494F5A418FC2F5E899133741F6285CCF4A4F5A4185EB5178A71337411F85EBB14A4F5A41713D0A57B01337410AD7A3D04B4F5A418FC2F568B8133741E17A141E4F4F5A41713D0AD7B21337419A999949514F5A4100000080A5133741EC51B81E524F5A41B81E85EBAF133741C3F5289C554F5A41295C8F82AF1337413D0AD703614F5A41713D0A57D113374114AE47B1794F5A4100000000E21337417B14AEB7864F5A41C3F528DCF91337415C8FC245984F5A41B81E852BE01337413D0AD7D39B4F5A4114AE47E1E61337419A9999599F4F5A41713D0AD705143741AE47E1FA9C4F5A411F85EB91331437411F85EBA1974F5A4152B81EC52A14374100000070914F5A41713D0A9703143741B81E852B974F5A41CDCCCCCCFC13374148E17AA4934F5A415C8FC2B5EB1337415C8FC2F5854F5A41AE47E13AD9133741295C8F92784F5A413D0AD763BC133741C3F5283C654F5A415C8FC2F5B8133741C3F528CC594F5A410AD7A3B0BB1337411F85EBD1524F5A41CDCCCC8CD1133741A4703D5A544F5A41B81E852BEA133741D7A3701D524F5A418FC2F568F6133741713D0AF74F4F5A41A4703D8AFC13374185EB5128534F5A4114AE47E10A14374148E17A84524F5A419A9999190E1437411F85EB914E4F5A41AE47E13A1B14374114AE47714E4F5A41CDCCCC0C1E143741F6285CEF4B4F5A41CDCCCC8C1F143741EC51B82E4A4F5A4148E17A541A143741D7A3700D494F5A4148E17AD41B14374114AE4771474F5A41F6285C0F0D143741F6285C3F464F5A41F6285C8FEE13374114AE47F14A4F5A41E17A14EEE2133741000000F0484F5A4166666626DC1337411F85EB51464F5A413D0AD723D71337413D0AD7D3484F5A4100000080CB133741C3F5287C4A4F5A415C8FC2B5BF133741A4703D7A4B4F5A418FC2F528B0133741000000D0494F5A41295C8F828213374185EB51E8424F5A415C8FC2B55613374185EB51A83B4F5A41A4703D8A30133741666666D63C4F5A41CDCCCC0C25133741B81E85DB3F4F5A4114AE47211A133741F6285CBF3F4F5A41F6285C0F1313374152B81E55404F5A415C8FC2F50A133741D7A370BD404F5A41EC51B8DEFE123741713D0AC7404F5A41A4703D8AFD123741EC51B86E424F5A41B81E85ABF3123741EC51B86E424F5A41333333F3E9123741AE47E1CA444F5A41B81E85EBDA12374152B81E45454F5A41",263800124
2455.58299999823,"Dominikusteich","010300002031BF0D000100000015000000B81E852BD8943641B81E855B515F5A417B14AEC7DB943641C3F5284C525F5A410AD7A330E994364152B81E65525F5A41AE47E1BA099536410AD7A3A0545F5A41C3F528DC14953641B81E85CB555F5A418FC2F5281E953641AE47E1AA545F5A4152B81EC5239536419A9999E9525F5A41CDCCCCCC25953641295C8FD2505F5A415C8FC2B52C953641EC51B86E4F5F5A417B14AE072F9536411F85EB014E5F5A41AE47E13A2D9536417B14AEC74C5F5A411F85EBD123953641D7A370FD4C5F5A41713D0A571A9536411F85EB714B5F5A41713D0A570F953641CDCCCCFC4A5F5A417B14AE0704953641CDCCCC3C4B5F5A417B14AE07FA9436413D0AD7934B5F5A41C3F5285CF194364185EB51984B5F5A41D7A370FDE8943641D7A370CD4B5F5A4185EB5178E29436410AD7A3004D5F5A41EC51B85EDC943641C3F5282C4F5F5A41B81E852BD8943641B81E855B515F5A41",168833281
142651.627700111,"Hermsdorfer See","010300002031BF0D0001000000400000001F85EB511CA23641D7A3706DBE5D5A413D0AD7632BA23641F6285C6FCB5D5A4148E17A54BEA23641CDCCCC8CD75D5A4152B81E853FA33641AE47E14AE75D5A413D0AD763CAA336419A9999F9055E5A41D7A370BD1CA43641C3F528FC1C5E5A4185EB51F829A4364185EB51F8345E5A41E17A142E77A436410AD7A340505E5A41333333B34AA43641333333C3625E5A41EC51B8DE6BA43641C3F5282C665E5A41AE47E1FA7EA436419A999979665E5A41C3F5285C8FA4364100000050685E5A419A99999998A436410AD7A3E06C5E5A41713D0A979FA43641333333E3785E5A41333333B39EA43641E17A146E7D5E5A410000004087A43641D7A370BD8B5E5A418FC2F5A885A43641A4703D5A945E5A41A4703D4A7FA43641AE47E17A9D5E5A41713D0AD784A43641B81E854BA05E5A41EC51B85EA4A43641C3F528AC9D5E5A418FC2F5E8B4A43641D7A3709D9A5E5A411F85EB91CDA436419A9999C9915E5A41713D0A97D4A43641F6285C9F905E5A417B14AE07DBA436413D0AD7C38F5E5A4114AE4721E8A43641D7A370CD8E5E5A41EC51B81E02A5364114AE47318F5E5A418FC2F5A814A5364148E17A648B5E5A41AE47E1FA0AA536417B14AEE78A5E5A413D0AD72304A53641D7A370ED865E5A4152B81E85F1A43641E17A145E7F5E5A419A999919F7A43641EC51B81E7A5E5A41A4703D0AF8A43641CDCCCC9C775E5A41A4703D4AEFA436413D0AD793685E5A4100000080EEA4364148E17A745B5E5A41AE47E1BAE9A436411F85EBB1545E5A4166666626E8A4364148E17A744E5E5A41A4703D4AF6A436417B14AE574C5E5A419A9999990EA536411F85EB214A5E5A418FC2F528F9A436417B14AEB7425E5A41713D0A17F0A4364152B81EC5405E5A41CDCCCC0CEAA436413D0AD7933E5E5A419A9999D9D9A43641AE47E18A3D5E5A41EC51B89EDAA43641000000703B5E5A418FC2F5E8DEA436419A999989385E5A41A4703D8AE9A43641295C8FC2335E5A411F85EBD1E0A4364133333343305E5A4100000080D9A4364185EB5158265E5A41EC51B85EDCA4364152B81E35245E5A418FC2F568DBA43641333333D3215E5A41EC51B85EDCA43641B81E85BB1C5E5A4152B81E05E0A43641D7A3706D1A5E5A417B14AEC7E1A4364114AE4771175E5A4166666626DDA43641A4703D9A145E5A4152B81EC5B7A4364166666696075E5A41F6285C8F75A4364148E17A04F55D5A413D0AD7E341A4364133333323EC5D5A419A9999990CA43641295C8FB2E75D5A4133333373FCA336417B14AE27EE5D5A41F6285C4FD7A33641D7A3705DEF5D5A41F6285CCF5FA33641295C8FC2D85D5A41B81E85EB13A336419A999939CA5D5A419A999919BBA23641EC51B8BEC15D5A41C3F5285C6AA23641666666B6BD5D5A411F85EB511CA23641D7A3706DBE5D5A41",51986425
1279.8155999999,"Vierrutenteich","010300002031BF0D000100000009000000CDCCCC4C3FA636418FC2F5889A5D5A41B81E85AB4DA636415C8FC2E59B5D5A41713D0A176FA63641F6285C5FA35D5A419A99999972A636417B14AE37A25D5A4148E17A5478A6364133333353A05D5A4185EB51F86BA63641AE47E19A9B5D5A41E17A14EE66A63641CDCCCCEC965D5A415C8FC2B549A63641D7A370BD975D5A41CDCCCC4C3FA636418FC2F5889A5D5A41",47373261
2891.93645000246,"Röthepfuhl","010300002031BF0D00010000001000000014AE47213FF2364185EB51E8DA385A41713D0A1740F236410AD7A340DE385A41295C8F824CF236418FC2F598E1385A41F6285C0F56F23641713D0A77E4385A41C3F5289C5FF2364148E17A54E7385A418FC2F52869F236418FC2F548E8385A41F6285CCF70F2364148E17A54E7385A41A4703D8A76F23641713D0A77E4385A415C8FC27578F2364133333313E2385A41B81E856B79F236415C8FC2C5DD385A4114AE47A174F2364148E17AF4D9385A41D7A370FD6CF23641B81E850BD8385A41713D0AD75AF236415C8FC215D7385A4185EB51B847F23641CDCCCC9CD6385A41333333F342F23641B81E850BD8385A4114AE47213FF2364185EB51E8DA385A41",27446738
15749.7334000113,"Erlengrabenteich","010300002031BF0D0001000000220000000AD7A3F0FC7436418FC2F5C81E5E5A41333333B3047536411F85EB51215E5A418FC2F5A80A7536415C8FC205265E5A417B14AE070E753641C3F528FC275E5A41A4703D4A1C753641295C8FB22B5E5A41666666A6247536410AD7A3E02F5E5A415C8FC2B52C7536419A9999D9305E5A41AE47E13A3C753641CDCCCC3C2E5E5A41F6285C4F417536411F85EB112C5E5A41B81E85EB52753641CDCCCC3C295E5A4185EB51785F753641AE47E14A275E5A4185EB517873753641F6285C2F235E5A41F6285C0F8B753641EC51B84E1F5E5A410000000097753641EC51B8DE1B5E5A41B81E856BA7753641D7A3705D185E5A4152B81EC5C6753641C3F5281C145E5A410AD7A330DA7536413D0AD773105E5A41AE47E1FAD87536410AD7A3100E5E5A41D7A3707DD77536410AD7A3000B5E5A41B81E856BD2753641A4703D2A085E5A41295C8F42C875364152B81E05085E5A419A999919AD753641EC51B8CE095E5A4114AE47E19A753641EC51B82E0A5E5A417B14AE0791753641EC51B82E0A5E5A41333333B3827536415C8FC2E50B5E5A415C8FC2B56B753641A4703D4A0E5E5A41666666E658753641D7A370AD105E5A41F6285C4F417536415C8FC2F5135E5A41000000802E75364148E17A64175E5A419A9999D92275364185EB51281A5E5A411F85EBD114753641CDCCCC6C1B5E5A41E17A14AE07753641295C8F921B5E5A41AE47E13AFD74364152B81EC51C5E5A410AD7A3F0FC7436418FC2F5C81E5E5A41",109997233
8134.65534999007,"Blanke Helle","010300002031BF0D00010000002D0000001F85EB113DB53641F6285C4F42425A4114AE47213FB53641713D0AD743425A419A9999D941B53641EC51B8BE44425A4185EB513846B53641F6285C6F45425A41B81E852B4FB5364185EB510846425A41AE47E1FA60B5364114AE47D146425A41713D0A1766B5364148E17A1447425A413D0AD7636BB536416666663647425A41F6285C8F73B536411F85EB7147425A417B14AEC776B53641D7A3701D48425A41AE47E17A7BB53641E17A148E48425A417B14AE4784B53641E17A14CE48425A413D0AD76390B5364114AE478149425A418FC2F52895B536415C8FC2B549425A41EC51B85EA3B5364148E17AA449425A41295C8F42A8B53641A4703DAA49425A4133333373B1B536410AD7A31049425A411F85EB11BBB536419A99996948425A4100000000CAB53641F6285CFF46425A4114AE47A1CEB536416666660646425A41EC51B8DED0B5364114AE472145425A41F6285C0FD2B53641295C8F3244425A41F6285C0FD2B536419A99996943425A41E17A14EECEB53641EC51B8FE41425A41D7A3707DCAB536415C8FC26540425A4114AE47E1C7B536419A9999493F425A41000000C0C0B5364185EB51483D425A41AE47E1BAB8B53641A4703DDA3B425A41EC51B85EB0B53641295C8FC23A425A41D7A3707D99B53641333333E338425A41C3F5285C8EB536417B14AE0738425A418FC2F52882B5364114AE478137425A41A4703D4A77B536413333337337425A41713D0A576EB53641C3F5289C37425A4114AE476165B5364185EB51E837425A415C8FC2F558B53641EC51B8AE38425A4152B81E8551B53641713D0A7739425A418FC2F5A84AB53641000000503A425A413D0AD72346B536410AD7A3003B425A41713D0A5742B53641EC51B8DE3B425A415C8FC23541B5364185EB51483C425A41295C8F423EB53641D7A370BD3D425A41295C8F423DB5364152B81E153F425A41EC51B81E3DB536413333339340425A411F85EB113DB53641F6285C4F42425A41",151353911
715.047050025039,"Lichtenrader Graben","010300002031BF0D000100000005000000AE47E1BAC0C03641A4703D8AB6335A41CDCCCC8CE7C03641EC51B8DEBA335A4100000080F3C03641D7A3704DB4335A4114AE47E1C3C0364166666666B5335A41AE47E1BAC0C03641A4703D8AB6335A41",340060647
887.955000006021,"Kafeld Pfuhl","010300002031BF0D00010000000C000000E17A14AE01C93641C3F528EC093F5A410AD7A3B004C93641295C8F120C3F5A418FC2F5E808C9364148E17A640D3F5A4185EB513811C9364148E17A640D3F5A41713D0A971DC936418FC2F5680C3F5A41B81E852B23C936411F85EB81093F5A41295C8FC220C936410AD7A320073F5A41B81E85AB19C93641E17A146E053F5A41C3F5285C11C93641D7A370AD043F5A41B81E85AB09C936417B14AE17053F5A41E17A142E03C9364148E17A34073F5A41E17A14AE01C93641C3F528EC093F5A41",310667833
