"area","name","geom","id"
125256.201500038,"Sommerbad Kreuzberg Prinzenbad","010300002031BF0D00010000000F00000000000000B4C236410AD7A3F012495A41D7A370BDE6C236419A99998929495A41333333B387C336418FC2F51829495A417B14AE4788C33641E17A140E35495A415C8FC2F57EC43641E17A145E36495A415C8FC2B580C43641E17A149E2D495A417B14AE0757C53641F6285C8F2E495A41000000406BC53641713D0A772A495A41333333B373C53641AE47E14A24495A41A4703D8A1CC536415C8FC235F6485A41295C8F82CFC43641E17A148EF7485A41E17A14EE46C43641713D0A77FA485A41AE47E17A3CC43641333333C3FA485A411F85EBD1C9C33641333333D3FD485A4100000000B4C236410AD7A3F012495A41",30876782
52003.1874500135,"Imchen","010300002031BF0D0001000000210000008FC2F56823563641EC51B87EAC405A41C3F528DC30563641A4703DBAB1405A41CDCCCC8C44563641A4703DBAB3405A41000000004F563641CDCCCC5CBB405A4185EB517866563641000000A0C5405A41295C8F42795636411F85EBC1CF405A41A4703D0A88563641E17A141ED6405A413333333391563641A4703D0ADD405A41713D0A9794563641A4703D6ADF405A41713D0A9793563641EC51B8EEE4405A41713D0A17A5563641F6285C3FE9405A41CDCCCCCCB5563641713D0A07E8405A417B14AE07C25636417B14AEE7E5405A41CDCCCC0CD75636419A999979E6405A41C3F5281C1D57364185EB5148D2405A41CDCCCC4C2F5736419A9999F9D0405A41713D0AD73E573641295C8FB2C5405A415C8FC2B53B573641A4703DEAC0405A417B14AE473857364133333373BB405A41000000403357364148E17AA4BA405A4133333373235736411F85EB01B5405A41D7A3707D1D573641A4703D1AB1405A410AD7A3F01B5736411F85EBB1AD405A41C3F528DC0C573641C3F528ACA9405A4185EB5138F85636411F85EB41A4405A41713D0A97E6563641CDCCCC9CA3405A4148E17A54BD563641C3F5281C9E405A41E17A14AE94563641666666069E405A41F6285C0F69563641713D0AC79E405A418FC2F5E853563641AE47E1DAA2405A417B14AEC7365636419A999939A4405A418FC2F5E82D5636418FC2F528A7405A418FC2F56823563641EC51B87EAC405A41",14662287
3975.83685000503,"Bolzplatz","010300002031BF0D00010000001100000048E17A94A1C13641EC51B86EF14D5A411F85EB11B5C136417B14AE07F44D5A4152B81EC5BFC13641CDCCCCBCF34D5A410AD7A370D9C1364152B81EB5F64D5A41713D0A17EDC136419A9999B9F04D5A418FC2F5A8E6C13641AE47E10AF04D5A4100000080ECC136411F85EBE1EC4D5A4114AE47E1E5C13641AE47E11AEC4D5A415C8FC2F5DBC13641295C8FD2E94D5A410AD7A330E2C13641C3F5289CE64D5A4100000000DBC136418FC2F508E44D5A41B81E85EBC0C136419A999979E24D5A41B81E85EBB2C136411F85EB41E34D5A41D7A370FDB7C1364133333313E64D5A411F85EB11AEC1364148E17A94E94D5A4166666626A4C136417B14AED7EA4D5A4148E17A94A1C13641EC51B86EF14D5A41",243914756
16042.6671999815,"Kurt-Hiller-Park","010300002031BF0D000100000011000000E17A14EE66B036415C8FC2E5C9475A41D7A3703D83B03641D7A3701DCB475A41F6285C0FA1B03641C3F5289CCC475A4133333333BFB03641333333A3CD475A418FC2F568D4B03641C3F5285CCE475A41B81E852BE5B036410AD7A3C0CE475A41EC51B85EF7B036413D0AD743CF475A41F6285C0F1EB13641D7A370CDCF475A410AD7A3B024B1364152B81EE5CF475A418FC2F56825B13641713D0AF7CD475A41EC51B8DE36B1364166666666CE475A410AD7A3F036B13641EC51B88EC7475A4185EB517811B1364166666646C6475A4100000040EDB036411F85EB61B5475A4166666626BEB03641713D0AE7B4475A417B14AE4775B036410AD7A310B4475A41E17A14EE66B036415C8FC2E5C9475A41",40587783
208.239200005843,"Klinkeplatz","010300002031BF0D0001000000040000000AD7A3B02A6B36419A9999C971535A41A4703D4A3A6B3641713D0A0777535A417B14AE473D6B3641B81E855B71535A410AD7A3B02A6B36419A9999C971535A41",367817958
55240.4197500351,"Regattastrecke Grünau","010300002031BF0D00010000002D000000F6285C8F91133741A4703D7AE9395A419A999919BE13374100000000F7395A4152B81E85DF13374152B81ED5003A5A4152B81E05771437411F85EB81E5395A410AD7A33088143741713D0A17E3395A41D7A3703DCA14374100000060DA395A419A999999E3143741666666F6D6395A417B14AE87F114374152B81E15D5395A41000000C007153741295C8F22D2395A41C3F5289C191537415C8FC2C5CF395A41EC51B8DE29153741F6285C9FCD395A41EC51B85E3A15374114AE4771CB395A41666666664A153741EC51B84EC9395A41713D0AD755153741295C8FC2C7395A41713D0A975A153741CDCCCC1CC7395A41333333335D153741F6285CBFC6395A41713D0AD76C153741D7A3704DC5395A4185EB51B86E1537415C8FC235C5395A41A4703D8A7F15374114AE4761C4395A41333333339015374152B81E95C3395A4148E17A149C1537418FC2F508C3395A41F6285CCF98153741B81E85CBBE395A41AE47E13A9D153741AE47E1AABE395A4133333373A41537415C8FC285BE395A418FC2F5A8921537418FC2F5F8A4395A415C8FC23590153741CDCCCC0CA5395A41295C8F028A153741F6285C3FA5395A41666666E66B153741E17A140EA6395A419A999959601537419A9999E9A6395A41A4703D4A471537411F85EB41A9395A41CDCCCC8C34153741C3F528BCAB395A41EC51B85E1B15374152B81E45B0395A41C3F5281C18153741E17A14EEB0395A411F85EB51EF1437415C8FC215B8395A41AE47E1BADA143741295C8FB2BB395A4152B81E45A21437415C8FC2A5C5395A41713D0A57671437417B14AE17D0395A4148E17A144B14374166666606D5395A41000000C03014374185EB51B8D8395A41713D0AD705143741295C8FF2DD395A417B14AEC7EC1337418FC2F5C8E0395A41295C8F82D7133741E17A14AEE2395A41295C8F82B6133741713D0A57E5395A41E17A146E9613374114AE47F1E8395A41F6285C8F91133741A4703D7AE9395A41",421306013
2647581.21660023,"Treptower Park","010300002031BF0D0001000000410000003D0AD72301DD364100000080CE475A41295C8F8202DD364152B81EE5D0475A415C8FC2B50FDD36415C8FC215EA475A41EC51B89E1FDD3641E17A14BEFC475A41000000C035DD3641295C8F320E485A41666666A64FDD36415C8FC2A51F485A41295C8FC255DD3641F6285C1F24485A4185EB51B898DD36410000000049485A41713D0AD788DE364114AE4771A5485A419A9999D9B3DE36411F85EB91A5485A41A4703D8AB0DE36413D0AD703A3485A4114AE47215BDE364152B81E2586485A41295C8FC25DDE36411F85EB417F485A41C3F5281C6ADE3641A4703DAA7D485A41A4703D4A6BDE3641F6285C7F7D485A41E17A146E6DDE3641295C8F127D485A41A4703D4A6FDE3641295C8FB27C485A4114AE47E17EDE3641333333F379485A418FC2F5687EDE36413D0AD7B379485A418FC2F5E87FDE3641295C8F7279485A41B81E85AB83DE3641EC51B8CE78485A415C8FC2B5BCDE36417B14AE876D485A41A4703D8ADADE3641D7A3705D68485A417B14AEC73ADF3641EC51B80E5A485A410AD7A37089DF3641F6285CDF4D485A41295C8F4205E03641A4703D2A3B485A41EC51B85EABE0364152B81E952A485A4114AE476169E136413D0AD7F30F485A4114AE4761FFE13641666666F601485A41713D0A9799E23641E17A14DEF6475A41EC51B8DEE1E236419A999999F2475A411F85EBD1BDE336413D0AD703CC475A41295C8F8201E436411F85EBB1BC475A41F6285C0F62E4364152B81EA5A0475A411F85EB51B1E436410000002084475A4152B81EC5BCE436411F85EBC163475A41AE47E1FA16E5364114AE47D135475A413D0AD7A328E53641A4703DAA2E475A410AD7A33064E5364185EB51D81F475A41295C8F029BE536416666664616475A41A4703D8AA9E53641CDCCCCBC13475A41713D0A97DCE536413D0AD7D30C475A41EC51B81EE0E536419A9999590C475A419A999959B3E63641295C8F9201475A4152B81E85ABE636419A99990900475A41AE47E1BA71E636416666660603475A41E17A146E40E6364114AE4731F1465A417B14AE4783E53641295C8FC2CB465A4152B81E05A4E23641AE47E13A3A465A41F6285C8FC2E136415C8FC2B57A465A41AE47E1BACEE036410AD7A3F0BD465A41713D0AD767E03641295C8F32DB465A411F85EBD1D4DF36418FC2F5D803475A4152B81E0535DF3641CDCCCCFC31475A410AD7A33044DF3641AE47E16A36475A41E17A14EE45DF3641EC51B81E3A475A4148E17A5440DF3641E17A147E3D475A41713D0AD734DF3641713D0A8740475A419A99991927DF3641EC51B86E42475A4148E17A9415DF3641CDCCCC8C42475A41C3F528DC02DF364152B81E1540475A41B81E85EBE7DE3641EC51B87E47475A41EC51B81EC4DE36413D0AD7C350475A41713D0A973ADD36413D0AD703BF475A413D0AD72301DD364100000080CE475A41",4685998
880630.071950367,"Kaulsdorfer Busch","010300002031BF0D000100000018000000295C8F02C51237413D0AD7439A475A41295C8FC2281437415C8FC23537485A41CDCCCC0C2E1437415C8FC2E539485A41AE47E1BA0F1437418FC2F5D83C485A411F85EBD18A1337410AD7A3104B485A417B14AE07FA1337413D0AD7337C485A410AD7A3708A1437411F85EBF168485A418FC2F528AD143741000000A07A485A41295C8FC20916374148E17AC417495A418FC2F568461637419A99994916495A416666666622173741A4703DAA16495A41666666E690173741713D0A1715495A418FC2F5A8FD173741A4703D7A0D495A411F85EBD1491737417B14AE27AA485A41EC51B85E3A173741AE47E10AA7485A41C3F5289CA2163741000000A094485A41713D0AD77A1637418FC2F5B890485A41B81E85AB851537413D0AD7032A485A41D7A370BD451537410AD7A3C0F5475A415C8FC2351C15374114AE47D1D3475A417B14AE4794153741C3F5287CC7475A41E17A14AE9814374114AE479141475A415C8FC2F58B143741B81E85FB43475A41295C8F02C51237413D0AD7439A475A41",37050341
22528.8985499938,"Bismarckplatz","010600002031BF0D00020000000103000000010000000C0000003D0AD7E39190364152B81EA512485A41EC51B8DE979036417B14AE5716485A41AE47E1FAC590364114AE478122485A41295C8F42E890364114AE47D124485A41A4703D0A0B913641CDCCCCBC22485A41D7A370FD1891364148E17A7415485A41B81E85EB139136417B14AE1713485A41EC51B8DEEB903641AE47E10A09485A41CDCCCCCCC290364152B81E8508485A41EC51B89E9C9036419A9999990B485A41EC51B85E95903641295C8F020E485A413D0AD7E39190364152B81EA512485A410103000000010000000C0000005C8FC235716D3641AE47E17A6B515A418FC2F5E8816D3641333333E36F515A41E17A14EE946D3641295C8F126B515A418FC2F528B06D3641EC51B8AE6F515A41C3F528DCD86D36415C8FC2E576515A418FC2F5283F6E36415C8FC2754C515A41000000C03A6E36418FC2F5884B515A41C3F5289C386E3641E17A140E4C515A41C3F5281CE56D364114AE47E159515A41E17A14AED66D3641D7A370DD58515A41AE47E1BAAA6D3641D7A370ED60515A415C8FC235716D3641AE47E17A6B515A41",284561361
1353071.35114988,"Volkspark Hasenheide","010300002031BF0D000100000046000000F6285C4F5AC63641B81E853B72475A41AE47E13A5BC6364148E17A4479475A41AE47E13A96C6364114AE47B176475A41713D0A17B4C636416666660675475A41EC51B85E11C73641333333D36F475A41B81E85AB1EC736415C8FC2156F475A41D7A3707D38C7364152B81EA56D475A41CDCCCC0C03C836413D0AD77362475A4114AE4721FEC736418FC2F5785C475A4185EB5138D4C83641AE47E15A51475A419A999999CFC836413D0AD7C364475A41C3F5285C01C93641713D0A7762475A41F6285C4FA1C93641713D0A575B475A41F6285C4F97C93641C3F5287C50475A4185EB5178B9C9364148E17A944E475A411F85EB11C5C9364152B81E154A475A410AD7A370C3C93641C3F5289C47475A418FC2F56883CA36415C8FC2E53D475A419A9999598ECA36415C8FC2653F475A41D7A370FDE8CA3641713D0A973B475A41A4703D0AF7CA364114AE47914A475A41333333B3A3CB3641E17A14FE41475A41D7A370BDD3CB36411F85EBB13F475A41295C8FC2BCCB36413333331316475A419A999959C9CB36415C8FC2D513475A413333333303CC364148E17A5412475A4185EB513803CC36410AD7A31011475A418FC2F5A8FCCB3641F6285C1FE4465A4185EB51B8F7CB3641713D0A57D2465A4100000040FCCB364185EB5158D2465A419A9999999ECC3641E17A147ED2465A41D7A3707DA6CC3641F6285C7FD2465A41AE47E1BAE2CC36415C8FC2E5D0465A41D7A3707DE1CC364100000000AD465A410AD7A37036CC364133333383AD465A41F6285CCF3ACC3641D7A3707D90465A41CDCCCCCC3ACC364148E17A548A465A41713D0A57B9CB36413D0AD7E388465A41E17A146EBECB36417B14AE7752465A411F85EB51F8CB364152B81EB547465A4152B81E45FBCB364148E17A340A465A41B81E856B9ECB36418FC2F5E805465A41666666666CCB3641AE47E13A01465A41CDCCCC4C4BCB3641D7A370BDFF455A41713D0A5734CB364114AE4741FF455A4100000000F6CA3641C3F5281C00465A41713D0A97DACA3641E17A14FE00465A413D0AD763C9CA36417B14AEE701465A419A99995996CA364148E17A6405465A415C8FC2755FCA364152B81E250A465A41A4703D4A22CA36418FC2F5A80F465A4185EB51B8BCC93641C3F5288C18465A4185EB517877C936419A9999B91E465A41AE47E1BA73C83641333333C335465A41AE47E17A87C7364152B81EA54A465A4185EB51F867C7364114AE47814D465A41CDCCCC0C48C73641B81E852B50465A41CDCCCCCC48C736410AD7A34051465A41713D0A174DC73641CDCCCCBC63465A41E17A142E58C7364185EB515893465A41666666E669C7364114AE4731BA465A41295C8F027EC736419A999979E3465A41333333B37BC736413D0AD7B3E8465A41B81E85EB1EC836415C8FC2D5F3465A41000000C0ABC83641AE47E1AA1C475A41295C8F42A3C8364185EB51884D475A41713D0A570CC736417B14AE2762475A4185EB513808C73641F6285CCF65475A41666666E6EDC636415C8FC2456A475A41F6285C4F5AC63641B81E853B72475A41",180360395
